start_year,season_days_injured,season_minutes_played,height_cm,weight_kg,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,season_days_injured_prev_season,isForward,isMidfielder,isDefender
2018,49,2970,174,68,Midfielder,29,22.46003435,3.5,3,0,0,0,1,0
2019,13,102,180,74,Midfielder,24,22.83950617,3.5,3,0,0,0,1,0
2018,20,1982,186,79,Midfielder,23,22.83500983,3,3,0,0,0,1,0
2020,99,2096,186,79,Midfielder,25,22.83500983,3,3,0,20,0,1,0
2016,91,594,183.3333333,88.66666667,Forward,20,26.38016529,3,2,0,0,1,0,0
2017,75,0,183.3333333,88.66666667,Forward,21,26.38016529,3,2,0,91,1,0,0
2018,39,1153,183.3333333,88.66666667,Forward,22,26.38016529,3,2,0,75,1,0,0
2019,330,90,183.3333333,88.66666667,Forward,23,26.38016529,3,2,0,39,1,0,0
2016,71,1359,188,82.5,Forward,28,23.34200996,4,2,0,0,1,0,0
2017,39,437,188,82.5,Forward,29,23.34200996,4,2,0,71,1,0,0
2020,14,1466,194,92,Defender,23,24.44468062,3,1,0,0,0,0,1
2018,43,768,175,76.5,Forward,25,24.97959184,3.5,2,0,0,1,0,0
2020,14,2592,175,76.5,Forward,27,24.97959184,3.5,2,0,43,1,0,0
2017,10,3325,196,95,Goalkeeper,24,24.72927947,3,0,0,0,0,0,0
2020,14,95,196,95,Goalkeeper,27,24.72927947,3,0,0,10,0,0,0
2016,21,2353,184.3333333,72,Midfielder,27,21.18969684,3.5,3,0,0,0,1,0
2018,10,3493,184.3333333,72,Midfielder,29,21.18969684,3.5,3,0,21,0,1,0
2019,198,2738,184.3333333,72,Midfielder,30,21.18969684,3.5,3,0,10,0,1,0
2019,28,3409,175.8333333,68,Midfielder,24,21.99411514,3,3,0,0,0,1,0
2020,80,2304,175.8333333,68,Midfielder,25,21.99411514,3,3,0,28,0,1,0
2020,246,925,180,67,Defender,27,20.67901235,3.5,1,0,0,0,0,1
2016,65,1573,188,72.75,Midfielder,25,20.58340878,3.5,3,0,0,0,1,0
2019,45,1616,178,62,Defender,23,19.56823633,3.5,1,0,0,0,0,1
2018,12,1801,185,78,Defender,24,22.79035793,3,1,0,0,0,0,1
2016,123,2107,172,68,Midfielder,24,22.98539751,3,3,0,0,0,1,0
2018,220,424,172,68,Midfielder,26,22.98539751,3,3,1,123,0,1,0
2019,226,240,172,68,Midfielder,27,22.98539751,3,3,1,220,0,1,0
2018,24,0,183,78.83333333,Midfielder,22,23.54006788,3,3,0,0,0,1,0
2019,6,834,183,78.83333333,Midfielder,23,23.54006788,3,3,0,24,0,1,0
2020,16,1934,183,78.83333333,Midfielder,24,23.54006788,3,3,0,6,0,1,0
2016,128,0,168.8333333,65.33333333,Midfielder,20,22.92020125,3,3,0,0,0,1,0
2020,20,1361,180,75,Midfielder,31,23.14814815,3,3,0,0,0,1,0
2017,28,3088,188.5,86,Defender,24,24.20336455,3.5,1,0,0,0,0,1
2018,64,2890,188.5,86,Defender,25,24.20336455,3.5,1,0,28,0,0,1
2019,65,2184,188.5,86,Defender,26,24.20336455,3.5,1,0,64,0,0,1
2020,197,1707,188.5,86,Defender,27,24.20336455,3.5,1,0,65,0,0,1
2019,22,2424,177.5,70,Defender,21,22.21781393,3.5,1,0,0,0,0,1
2020,21,1943,177.5,70,Defender,22,22.21781393,3.5,1,0,22,0,0,1
2019,93,0,180.6666667,79,Defender,30,24.20310181,3,1,0,0,0,0,1
2016,39,1756,191.3333333,87.66666667,Forward,33,23.94711603,3,2,0,0,1,0,0
2016,39,1756,191.3333333,87.66666667,Defender,33,23.94711603,3,1,0,39,0,0,1
2016,39,1756,188,86,Forward,26,24.33227705,3.5,2,0,39,1,0,0
2016,39,1756,188,86,Defender,26,24.33227705,3.5,1,0,39,0,0,1
2017,126,1110,191.3333333,87.66666667,Forward,34,23.94711603,3,2,0,39,1,0,0
2017,126,1110,191.3333333,87.66666667,Defender,34,23.94711603,3,1,1,126,0,0,1
2017,126,1110,188,86,Forward,27,24.33227705,3.5,2,1,126,1,0,0
2017,126,1110,188,86,Defender,27,24.33227705,3.5,1,1,126,0,0,1
2019,11,13,183,75,Midfielder,18,22.39541342,3.5,3,0,0,0,1,0
2016,269,59,179.3333333,65,Defender,22,20.21116347,3.5,1,0,0,0,0,1
2020,331,2185,183,72.8,Defender,22,21.73848129,3.5,1,0,0,0,0,1
2018,30,2997,177,73,Midfielder,22,23.30109483,3.5,3,0,0,0,1,0
2019,26,2755,177,73,Midfielder,23,23.30109483,3.5,3,0,30,0,1,0
2020,145,2198,177,73,Midfielder,24,23.30109483,3.5,3,0,26,0,1,0
2016,10,2075,178,65.33333333,Midfielder,29,20.62029205,4,3,0,0,0,1,0
2018,5,3187,178,65.33333333,Midfielder,31,20.62029205,4,3,0,10,0,1,0
2019,24,3214,178,65.33333333,Midfielder,32,20.62029205,4,3,0,5,0,1,0
2020,124,1531,178,65.33333333,Midfielder,33,20.62029205,4,3,0,24,0,1,0
2016,160,648,180,72,Midfielder,26,22.22222222,3.5,3,0,0,0,1,0
2017,502,211,180,72,Midfielder,27,22.22222222,3.5,3,1,160,0,1,0
2020,27,860,180,72,Midfielder,30,22.22222222,3.5,3,1,502,0,1,0
2016,12,3309,175.3333333,70,Midfielder,30,22.77031618,4,3,0,0,0,1,0
2018,48,1907,175.3333333,70,Midfielder,32,22.77031618,4,3,0,12,0,1,0
2019,59,1026,175.3333333,70,Midfielder,33,22.77031618,4,3,0,48,0,1,0
2020,46,1166,175.3333333,70,Midfielder,34,22.77031618,4,3,0,59,0,1,0
2017,238,221,178,64,Midfielder,31,20.19946976,3,3,0,0,0,1,0
2017,96,2945,189.3333333,81,Defender,25,22.5959631,3,1,0,0,0,0,1
2018,42,3257,189.3333333,81,Defender,26,22.5959631,3,1,0,96,0,0,1
2020,13,3420,189.3333333,81,Defender,28,22.5959631,3,1,0,42,0,0,1
2016,22,2071,191.6666667,74,Defender,27,20.1436673,3,1,0,0,0,0,1
2018,214,2694,191.6666667,74,Defender,29,20.1436673,3,1,0,22,0,0,1
2019,259,1664,191.6666667,74,Defender,30,20.1436673,3,1,1,214,0,0,1
2020,20,587,191.6666667,74,Defender,31,20.1436673,3,1,1,259,0,0,1
2020,37,504,168,65,Midfielder,21,23.03004535,3.5,3,0,0,0,1,0
2018,84,0,180,73,Defender,23,22.5308642,3.5,1,0,0,0,0,1
2018,26,2874,178.6666667,74.66666667,Forward,31,23.39051014,4,2,0,0,1,0,0
2019,14,3199,178.6666667,74.66666667,Forward,32,23.39051014,4,2,0,26,1,0,0
2020,27,2981,178.6666667,74.66666667,Forward,33,23.39051014,4,2,0,14,1,0,0
2016,248,451,195,87.5,Midfielder,26,23.01117686,3,3,0,0,0,1,0
2018,53,2130,199,97.66666667,Defender,26,24.66267687,3,1,0,0,0,0,1
2019,20,1580,199,97.66666667,Defender,27,24.66267687,3,1,0,53,0,0,1
2020,47,2805,199,97.66666667,Defender,28,24.66267687,3,1,0,20,0,0,1
2016,35,3047,189,86.33333333,Defender,29,24.1687896,4,1,0,0,0,0,1
2018,120,2014,189,86.33333333,Defender,31,24.1687896,4,1,0,35,0,0,1
2019,24,1735,189,86.33333333,Defender,32,24.1687896,4,1,1,120,0,0,1
2019,25,551,184,73,Defender,20,21.56190926,3,1,0,0,0,0,1
2020,104,508,184,73,Defender,21,21.56190926,3,1,0,25,0,0,1
2017,12,0,190.6666667,80,Defender,23,22.00596606,3.5,1,0,0,0,0,1
2020,46,0,193,70,Defender,18,18.7924508,3,1,0,0,0,0,1
2016,38,1978,184,73.33333333,Defender,21,21.66036547,3.5,1,0,0,0,0,1
2018,110,0,188.6666667,79.16666667,Goalkeeper,28,22.24088202,3,0,0,0,0,0,0
2020,28,0,188.6666667,79.16666667,Goalkeeper,30,22.24088202,3,0,0,110,0,0,0
2019,217,8,184,80,Goalkeeper,27,23.6294896,3,0,0,0,0,0,0
2018,44,2630,179,70,Midfielder,24,21.84700852,3.5,3,0,0,0,1,0
2019,47,2883,179,70,Midfielder,25,21.84700852,3.5,3,0,44,0,1,0
2016,258,420,171.2,68.4,Midfielder,27,23.33719102,4,3,0,0,0,1,0
2017,29,2430,184,81.5,Midfielder,25,24.07254253,3.5,3,0,0,0,1,0
2016,37,1211,178,72,Midfielder,24,22.72440348,3.5,3,0,0,0,1,0
2017,56,1838,178,72,Midfielder,25,22.72440348,3.5,3,0,37,0,1,0
2018,124,1779,178,72,Midfielder,26,22.72440348,3.5,3,0,56,0,1,0
2019,89,1089,178,72,Midfielder,27,22.72440348,3.5,3,1,124,0,1,0
2020,84,1510,178,72,Midfielder,28,22.72440348,3.5,3,0,89,0,1,0
2016,44,78,178,74,Forward,29,23.35563691,3.5,2,0,0,1,0,0
2017,66,1158,170.6666667,66.66666667,Forward,35,22.88818359,2.5,2,0,0,1,0,0
2016,33,1463,174.5,61.83333333,Midfielder,24,20.30634669,4,3,0,0,0,1,0
2018,95,1734,174.5,61.83333333,Midfielder,26,20.30634669,4,3,0,33,0,1,0
2019,19,997,174.5,61.83333333,Midfielder,27,20.30634669,4,3,0,95,0,1,0
2020,45,1486,174.5,61.83333333,Midfielder,28,20.30634669,4,3,0,19,0,1,0
2019,278,1563,173.3333333,78.16666667,Defender,25,26.01701183,3,1,0,0,0,0,1
2020,24,285,182.5,75,Defender,23,22.51829612,3.5,1,0,0,0,0,1
2020,17,2913,190.6666667,87.83333333,Defender,24,24.16071691,3.5,1,0,0,0,0,1
2017,10,3307,168,62,Midfielder,27,21.96712018,4,3,0,0,0,1,0
2018,29,2781,178,74.16666667,Defender,28,23.4082397,3.5,1,0,0,0,0,1
2018,47,2452,171.3333333,73.33333333,Defender,25,24.98145316,3.5,1,0,0,0,0,1
2020,6,728,171.3333333,73.33333333,Defender,27,24.98145316,3.5,1,0,47,0,0,1
2016,35,2596,194.6666667,90,Defender,25,23.74976543,3,1,0,0,0,0,1
2017,116,2114,194.6666667,90,Defender,26,23.74976543,3,1,0,35,0,0,1
2018,28,1636,194.6666667,90,Defender,27,23.74976543,3,1,0,116,0,0,1
2019,80,742,194.6666667,90,Defender,28,23.74976543,3,1,0,28,0,0,1
2020,264,726,194.6666667,90,Defender,29,23.74976543,3,1,0,80,0,0,1
2018,23,586,187.8333333,83,Defender,29,23.52516949,3.5,1,0,0,0,0,1
2019,54,2513,187.8333333,83,Defender,30,23.52516949,3.5,1,0,23,0,0,1
2020,46,2385,187.8333333,83,Defender,31,23.52516949,3.5,1,0,54,0,0,1
2018,76,2105,178,70,Midfielder,25,22.09317005,3.5,3,0,0,0,1,0
2019,15,3404,188,73.5,Defender,27,20.79560887,3,1,0,0,0,0,1
2020,7,2858,188,73.5,Defender,28,20.79560887,3,1,0,15,0,0,1
2019,49,2657,169,72,Midfielder,28,25.20920136,3,3,0,0,0,1,0
2020,55,2717,169,72,Midfielder,29,25.20920136,3,3,0,49,0,1,0
2019,11,2602,181,74,Midfielder,25,22.58783309,3.5,3,0,0,0,1,0
2019,167,2430,176.5,68,Midfielder,25,21.82827886,4,3,0,0,0,1,0
2017,74,1365,188,72.5,Defender,23,20.51267542,3.5,1,0,0,0,0,1
2018,64,1871,188,72.5,Defender,24,20.51267542,3.5,1,0,74,0,0,1
2019,67,1194,188,72.5,Defender,25,20.51267542,3.5,1,0,64,0,0,1
2020,20,2090,188,72.5,Defender,26,20.51267542,3.5,1,0,67,0,0,1
2016,45,534,187,90,Defender,36,25.73708141,3.5,1,0,0,0,0,1
2016,12,621,193,84,Defender,33,22.55094096,3.5,1,0,0,0,0,1
2016,12,621,185,77,Defender,26,22.49817385,3.5,1,0,12,0,0,1
2016,122,11,187,76,Forward,21,21.73353542,3,2,0,0,1,0,0
2017,46,2530,176.3333333,73.16666667,Midfielder,29,23.53121951,3.5,3,0,0,0,1,0
2018,57,2509,176.3333333,73.16666667,Midfielder,30,23.53121951,3.5,3,0,46,0,1,0
2016,59,1401,183,79,Forward,33,23.58983547,4,2,0,0,1,0,0
2017,190,51,183,79,Forward,34,23.58983547,4,2,0,59,1,0,0
2018,181,0,183,79,Forward,35,23.58983547,4,2,1,190,1,0,0
2018,5,740,190,78,Defender,22,21.6066482,3,1,0,0,0,0,1
2018,42,835,176,69.33333333,Defender,21,22.38292011,3.5,1,0,0,0,0,1
2020,63,87,176,69.33333333,Defender,23,22.38292011,3.5,1,0,42,0,0,1
2018,129,1014,184.1666667,81,Midfielder,26,23.88157491,2.5,3,0,0,0,1,0
2019,69,2223,184.1666667,81,Midfielder,27,23.88157491,2.5,3,1,129,0,1,0
2020,51,2762,184.1666667,81,Midfielder,28,23.88157491,2.5,3,0,69,0,1,0
2016,54,2783,188.3333333,77,Defender,28,21.70882606,3.5,1,0,0,0,0,1
2017,31,2392,188.3333333,77,Defender,29,21.70882606,3.5,1,0,54,0,0,1
2018,27,2105,188.3333333,77,Defender,30,21.70882606,3.5,1,0,31,0,0,1
2019,17,3566,188.3333333,77,Defender,31,21.70882606,3.5,1,0,27,0,0,1
2020,37,2601,188.3333333,77,Defender,32,21.70882606,3.5,1,0,17,0,0,1
2018,10,1230,182,81,Forward,27,24.45356841,3,2,0,0,1,0,0
2020,10,2207,182,81,Forward,29,24.45356841,3,2,0,10,1,0,0
2016,129,2228,182,73.5,Midfielder,26,22.18934911,4,3,0,0,0,1,0
2017,45,2288,182,73.5,Midfielder,27,22.18934911,4,3,1,129,0,1,0
2018,40,2120,182,73.5,Midfielder,28,22.18934911,4,3,0,45,0,1,0
2019,72,2344,182,73.5,Midfielder,29,22.18934911,4,3,0,40,0,1,0
2020,94,1792,182,73.5,Midfielder,30,22.18934911,4,3,0,72,0,1,0
2016,63,2755,185,77,Goalkeeper,22,22.49817385,3,0,0,0,0,0,0
2020,21,2893,185,77,Goalkeeper,26,22.49817385,3,0,0,63,0,0,0
2017,64,0,186,81,Midfielder,26,23.41311134,3,3,0,0,0,1,0
2016,12,1061,169,67.66666667,Midfielder,25,23.69198091,3.5,3,0,0,0,1,0
2020,27,2964,178.3333333,69,Midfielder,25,21.69621801,3,3,0,0,0,1,0
2018,43,1893,173,67,Midfielder,23,22.38631428,3.5,3,0,0,0,1,0
2020,90,408,184.1666667,75.16666667,Midfielder,23,22.1617084,3,3,0,0,0,1,0
2016,9,2837,182,76.66666667,Forward,24,23.14535282,3,2,0,0,1,0,0
2017,7,2581,182,76.66666667,Forward,25,23.14535282,3,2,0,9,1,0,0
2018,35,3095,182,76.66666667,Forward,26,23.14535282,3,2,0,7,1,0,0
2019,102,2098,182,76.66666667,Forward,27,23.14535282,3,2,0,35,1,0,0
2019,152,772,182.3333333,79.16666667,Forward,27,23.81278638,3,2,0,0,1,0,0
2018,79,986,187,69,Defender,20,19.73176242,3.5,1,0,0,0,0,1
2019,227,78,187,69,Defender,21,19.73176242,3.5,1,0,79,0,0,1
2017,46,24,185,72,Forward,20,21.03725347,2.5,2,0,0,1,0,0
2018,48,1489,180.3333333,74.83333333,Midfielder,21,23.01140149,3,3,0,0,0,1,0
2016,118,1521,183,76,Midfielder,27,22.69401893,3.5,3,0,0,0,1,0
2017,180,1379,183,76,Midfielder,28,22.69401893,3.5,3,0,118,0,1,0
2018,306,1108,183,76,Midfielder,29,22.69401893,3.5,3,1,180,0,1,0
2019,26,757,183,76,Midfielder,30,22.69401893,3.5,3,1,306,0,1,0
2018,12,426,175,68,Midfielder,25,22.20408163,3.5,3,0,0,0,1,0
2020,19,1604,187.4,80,Midfielder,21,22.77984758,3,3,0,0,0,1,0
2020,60,2558,177.6666667,72,Midfielder,25,22.80975328,3.5,3,0,0,0,1,0
2016,32,962,180,78,Midfielder,28,24.07407407,2.5,3,0,0,0,1,0
2020,74,154,180,78,Midfielder,32,24.07407407,2.5,3,0,32,0,1,0
2017,21,950,187.5,80.16666667,Goalkeeper,27,22.80296296,3,0,0,0,0,0,0
2018,109,0,187.5,80.16666667,Goalkeeper,28,22.80296296,3,0,0,21,0,0,0
2019,14,0,187.5,80.16666667,Goalkeeper,29,22.80296296,3,0,0,109,0,0,0
2020,60,2375,187.5,80.16666667,Goalkeeper,30,22.80296296,3,0,0,14,0,0,0
2017,82,184,176.6666667,68,Midfielder,21,21.78711285,3.5,3,0,0,0,1,0
2016,44,2812,187.6666667,84.66666667,Goalkeeper,30,24.04020582,3,0,0,0,0,0,0
2017,29,3126,187.6666667,84.66666667,Goalkeeper,31,24.04020582,3,0,0,44,0,0,0
2020,21,1052,184.4,72,Defender,24,21.17437806,3.5,1,0,0,0,0,1
2019,115,608,186.5,71.5,Forward,21,20.55646199,3,2,0,0,1,0,0
2020,37,338,186.5,71.5,Forward,22,20.55646199,3,2,0,115,1,0,0
2017,4,893,183.3333333,79.66666667,Forward,21,23.70247934,3.5,2,0,0,1,0,0
2019,4,1011,183.3333333,79.66666667,Forward,23,23.70247934,3.5,2,0,4,1,0,0
2018,90,816,192,96,Forward,24,26.04166667,2.5,2,0,0,1,0,0
2019,6,3141,182.3333333,70,Midfielder,27,21.05551638,4,3,0,0,0,1,0
2020,98,1562,180,73.33333333,Defender,25,22.63374486,3.5,1,0,0,0,0,1
2019,27,0,178.8,69,Midfielder,26,21.58311187,3,3,0,0,0,1,0
2018,3,3420,187.1666667,84.5,Goalkeeper,24,24.12124374,3,0,0,0,0,0,0
2020,57,620,187.1666667,84.5,Goalkeeper,26,24.12124374,3,0,0,3,0,0,0
2016,31,3009,181,71.66666667,Midfielder,25,21.87560412,4,3,0,0,0,1,0
2018,161,1081,181,71.66666667,Midfielder,27,21.87560412,4,3,0,31,0,1,0
2019,24,2917,181,71.66666667,Midfielder,28,21.87560412,4,3,1,161,0,1,0
2020,71,2096,181,71.66666667,Midfielder,29,21.87560412,4,3,0,24,0,1,0
2016,133,285,188.1666667,82,Defender,26,23.15946215,2.5,1,0,0,0,0,1
2019,30,602,188.1666667,82,Defender,29,23.15946215,2.5,1,1,133,0,0,1
2020,12,676,188.1666667,82,Defender,30,23.15946215,2.5,1,0,30,0,0,1
2018,57,909,190.3333333,88.83333333,Midfielder,30,24.52145589,3,3,0,0,0,1,0
2016,10,376,187,85,Defender,24,24.30724356,3,1,0,0,0,0,1
2016,21,742,178.6666667,70,Defender,27,21.92860325,3.5,1,0,0,0,0,1
2020,14,905,178.6666667,70,Defender,31,21.92860325,3.5,1,0,21,0,0,1
2019,96,1037,178,72.33333333,Defender,22,22.82960906,4,1,0,0,0,0,1
2020,83,2467,178,72.33333333,Defender,23,22.82960906,4,1,0,96,0,0,1
2017,14,2020,176.6666667,71.33333333,Defender,27,22.85510858,4,1,0,0,0,0,1
2018,68,2398,176.6666667,71.33333333,Defender,28,22.85510858,4,1,0,14,0,0,1
2018,126,154,194,88,Defender,21,23.38186842,3.5,1,0,0,0,0,1
2019,81,0,194,88,Defender,22,23.38186842,3.5,1,1,126,0,0,1
2017,196,354,178,73.33333333,Defender,24,23.14522577,3.5,1,0,0,0,0,1
2020,82,13,177.5,72.5,Defender,24,23.01130728,3.5,1,0,0,0,0,1
2018,13,0,190,85,Defender,23,23.54570637,3,1,0,0,0,0,1
2019,21,1634,190,85,Defender,24,23.54570637,3,1,0,13,0,0,1
2020,162,665,190,85,Defender,25,23.54570637,3,1,0,21,0,0,1
2017,7,3047,190,92.16666667,Defender,23,25.53093259,3,1,0,0,0,0,1
2020,6,2099,190,92.16666667,Defender,26,25.53093259,3,1,0,7,0,0,1
2017,202,254,194,94,Defender,26,24.97608673,3.5,1,0,0,0,0,1
2020,25,2729,194,94,Defender,29,24.97608673,3.5,1,1,202,0,0,1
2018,91,0,178,70,Midfielder,19,22.09317005,3,3,0,0,0,1,0
2016,17,2844,181.3333333,72.16666667,Defender,26,21.94731293,4,1,0,0,0,0,1
2018,17,2937,181.3333333,72.16666667,Defender,28,21.94731293,4,1,0,17,0,0,1
2019,21,2511,181.3333333,72.16666667,Defender,29,21.94731293,4,1,0,17,0,0,1
2020,4,2056,181.3333333,72.16666667,Defender,30,21.94731293,4,1,0,21,0,0,1
2016,14,3054,186,75,Defender,31,21.6788068,3.5,1,0,0,0,0,1
2017,223,2342,186,75,Defender,32,21.6788068,3.5,1,0,14,0,0,1
2018,42,1410,186,75,Defender,33,21.6788068,3.5,1,1,223,0,0,1
2016,72,1037,175,65.5,Midfielder,22,21.3877551,3,3,0,0,0,1,0
2018,91,50,175,65.5,Midfielder,24,21.3877551,3,3,0,72,0,1,0
2018,29,1544,188.6666667,86.33333333,Midfielder,23,24.25426713,4,3,0,0,0,1,0
2019,0,2957,188.6666667,86.33333333,Midfielder,24,24.25426713,4,3,0,29,0,1,0
2020,26,2650,188.6666667,86.33333333,Midfielder,25,24.25426713,4,3,0,0,0,1,0
2019,47,2108,172,66.33333333,Forward,25,22.42202993,3.5,2,0,0,1,0,0
2020,25,2710,172,66.33333333,Forward,26,22.42202993,3.5,2,0,47,1,0,0
2016,261,645,178,76,Midfielder,28,23.98687034,3,3,0,0,0,1,0
2017,50,285,193,83,Goalkeeper,34,22.28247738,3,0,0,0,0,0,0
2019,137,0,193,83,Goalkeeper,36,22.28247738,3,0,0,50,0,0,0
2018,48,1632,177.1666667,73,Midfielder,32,23.2572752,3,3,0,0,0,1,0
2017,94,2010,170,70.8,Defender,33,24.4982699,3.5,1,0,0,0,0,1
2016,29,510,186.3333333,84.83333333,Forward,30,24.43348556,3,2,0,0,1,0,0
2018,67,631,190,88,Defender,30,24.3767313,3,1,0,0,0,0,1
2019,62,0,190,88,Defender,31,24.3767313,3,1,0,67,0,0,1
2016,18,1191,167,65,Midfielder,34,23.30668005,2.5,3,0,0,0,1,0
2017,92,309,167,65,Midfielder,35,23.30668005,2.5,3,0,18,0,1,0
2017,188,1474,188,82.66666667,Midfielder,27,23.38916553,3,3,0,0,0,1,0
2016,92,456,174.6666667,69.33333333,Midfielder,19,22.72594837,3,3,0,0,0,1,0
2018,282,771,174.6666667,69.33333333,Midfielder,21,22.72594837,3,3,0,92,0,1,0
2018,26,3345,192,88,Defender,27,23.87152778,3.5,1,0,0,0,0,1
2020,57,2352,186.6666667,74.5,Defender,29,21.3807398,3.5,1,0,0,0,0,1
